dataset,seed,query_id,method,runtime_ms,distance_l2,success
breast_cancer,3,20,treesat_exact,0.08640000123705249,0.5072153569926762,1
breast_cancer,3,20,nearest_neighbor,0.021400001060101204,2.0566311250127334,1
breast_cancer,3,20,random_search,0.44379999962984584,1.7725621657599826,1
breast_cancer,3,21,treesat_exact,0.06120000034570694,0.5299489390306745,1
breast_cancer,3,21,nearest_neighbor,0.014200000805431046,3.005638870836409,1
breast_cancer,3,21,random_search,0.39149999975052197,2.1449056124992665,1
breast_cancer,3,22,treesat_exact,0.05760000021837186,0.8679052566736197,1
breast_cancer,3,22,nearest_neighbor,0.013100001524435356,4.081084520473805,1
breast_cancer,3,22,random_search,0.3911000003427034,3.6523659733489966,1
breast_cancer,3,23,treesat_exact,0.15440000061062165,1.1453709055885484,1
breast_cancer,3,23,nearest_neighbor,0.021699999706470408,3.550847589018446,1
breast_cancer,3,23,random_search,0.38080000012996607,2.081062742523117,1
breast_cancer,3,24,treesat_exact,0.055300000894931145,0.7821569554877219,1
breast_cancer,3,24,nearest_neighbor,0.013299999409355223,3.495454047382554,1
breast_cancer,3,24,random_search,0.3741000000445638,2.7002657484988646,1
breast_cancer,3,25,treesat_exact,0.05450000026030466,0.1733485180881467,1
breast_cancer,3,25,nearest_neighbor,0.012799999240087345,2.4643953217044725,1
breast_cancer,3,25,random_search,0.46660000043630134,0.49626351341425273,1
breast_cancer,3,26,treesat_exact,0.07720000030531082,0.7389337981248996,1
breast_cancer,3,26,nearest_neighbor,0.01900000097521115,3.7599568231991647,1
breast_cancer,3,26,random_search,0.7847999986552168,3.8633667756039065,1
breast_cancer,3,27,treesat_exact,0.0670000008540228,0.5950662759346201,1
breast_cancer,3,27,nearest_neighbor,0.017899999875226058,3.779981399155216,1
breast_cancer,3,27,random_search,0.4090999991603894,1.9893560402648631,1
breast_cancer,3,28,treesat_exact,0.06159999975352548,0.26599877694247487,1
breast_cancer,3,28,nearest_neighbor,0.021500000002561137,2.5379360314423014,1
breast_cancer,3,28,random_search,0.40439999975205865,0.8956663328576575,1
breast_cancer,3,29,treesat_exact,0.05680000140273478,0.4847763000078118,1
breast_cancer,3,29,nearest_neighbor,0.021099998775753193,2.7102367690698883,1
breast_cancer,3,29,random_search,0.37650000012945384,1.8226686269813703,1
breast_cancer,4,0,treesat_exact,0.088099999629776,1.388271059558869,1
breast_cancer,4,0,nearest_neighbor,0.02479999966453761,8.840731712929985,1
breast_cancer,4,0,random_search,0.4268000011506956,4.991325273687527,1
breast_cancer,4,1,treesat_exact,0.0579999996261904,0.10216711373022094,1
breast_cancer,4,1,nearest_neighbor,0.016399999367422424,2.5997565404358336,1
breast_cancer,4,1,random_search,0.4408999993756879,0.365035697710848,1
breast_cancer,4,2,treesat_exact,0.06539999958476983,0.076450669374709,1
breast_cancer,4,2,nearest_neighbor,0.018900000213761814,2.4829496008527348,1
breast_cancer,4,2,random_search,0.46130000009725336,0.28416809971208523,1
